ali2
0.0
0.0
39.99999999999999
-39.99999999999999
0.0
91.96759999999998
98.97569999999999
0.0
0.0
0.0
39.99999999999999
0.0
0.0
100.6128
75.4596
0.0
0.0
0.0
39.99999999999999
0.0
0.0
76.48639999999999
57.364799999999995
0.0
0.0
0.0
39.99999999999999
0.0
0.0
65.95592
49.46694
0.0
0.0
0.0
39.99999999999999
0.0
0.0
67.41384
50.560379999999995
0.0
0.0
0.0
39.99999999999999
0.0
0.0
68.63919999999999
51.47939999999999
0.0
0.0
0.0
39.99999999999999
0.0
0.0
77.9416
58.456199999999995
0.0
9.444053781283202
0.0
240.0
0.0
-53.0918596640376
0.0
60.174899999999994
-70.7891462187168
150.0
0.0
240.0
0.0
0.0
0.0
69.1101
57.8532
150.0
0.0
240.0
0.0
0.0
0.0
90.61169999999998
29.184400000000025
150.0
0.0
254.1088
-14.108800000000002
0.0
0.0
101.9184
0.0
150.0
0.0
247.93320000000003
6.175599999999974
0.0
0.0
117.13169999999998
0.0
150.0
0.0
233.44120000000004
14.49199999999999
0.0
0.0
123.369
0.0
150.0
0.0
212.14920000000004
21.292
0.0
0.0
128.469
0.0
150.0
0.0
199.00360000000003
13.145600000000002
0.0
0.0
122.3592
0.0
150.0
0.0
195.77920000000003
3.224400000000003
0.0
0.0
114.9183
0.0
149.7679732918512
0.0
192.77157329185127
3.007626708148763
0.0
0.0
114.58169999999998
0.0
20.402231527412802
0.0
44.96900481926406
147.8025684725872
0.0
0.0
126.1536
0.0
0.0
0.0
39.99999999999999
4.969004819264065
0.0
0.0
134.17589999999998
0.0
0.0
0.868213299519067
39.99999999999999
0.0
0.0
197.98418670048093
149.1393
0.0
0.0
1.8542219252263699
39.99999999999999
0.0
0.0
212.86937807477364
161.0427
0.0
0.0
2.133259750934834
39.99999999999999
0.0
0.0
204.23994024906517
154.7799
0.0
0.0
2.086109926143938
39.99999999999999
0.0
0.0
162.44669007385605
123.39959999999999
0.0
0.0
2.3244567909651623
39.99999999999999
0.0
0.0
95.64994320903483
73.48079999999999
0.0
0.0
2.669162217205879
39.99999999999999
0.0
0.0
63.641037782794115
49.73265
0.0
0.0
3.079137775430933
39.99999999999999
0.0
0.0
40.672062224569075
32.8134
0.0
0.0
3.6161792966567083
39.99999999999999
0.0
0.0
36.959420703343284
30.431699999999996
0.0
0.0
3.3442073024469514
39.99999999999999
0.0
0.0
37.62171269755304
30.724439999999998
0.0
0.0
2.669162217205879
39.99999999999999
0.0
0.0
42.91395778279412
34.18734
0.0
0.0
2.133259750934834
39.99999999999999
0.0
0.0
45.903980249065164
36.02793
0.0
0.0
1.5843571057916277
39.99999999999999
0.0
0.0
84.08884289420837
64.25489999999999
